accessLevel,description,format,frequency,identifier,modified,title,webService,accessURL,created,feed,keyword,releaseDate,theme,distribution/0/accessURL,distribution/0/formats/0/label,distribution/0/formats/0/value,distribution/1/accessURL,distribution/1/formats/0/label,distribution/1/formats/0/value,distribution/2/accessURL,distribution/2/formats/0/label,distribution/2/formats/0/value,distribution/3/accessURL,distribution/3/formats/0/label,distribution/3/formats/0/value,distribution/4/accessURL,distribution/4/formats/0/label,distribution/4/formats/0/value,distribution/5/accessURL,distribution/5/formats/0/label,distribution/5/formats/0/value,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84
Public,Latest available data and trends in graduation and dropout outcomes by school and disability status.,text/csv,,avsi-2fp7,2013-03-19,Graduation Outcomes - School Level - Classes of 2005-2011 - SWD,https://data.cityofnewyork.us/resource/avsi-2fp7,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.rss,"graduation outcome,school,gender,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/avsi-2fp7/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,gender,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in NYSED's Regents-based Aspirational Performance Measure (APM) by school and ELL status.,text/csv,,s9xf-ztqu,2013-03-19,Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - ELL,https://data.cityofnewyork.us/resource/s9xf-ztqu,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.rss,"graduation outcome,school,apm,ell,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/s9xf-ztqu/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,apm,ell,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in graduation and dropout outcomes school.,text/csv,,i6as-kc83,2013-03-19,Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - Total Cohort,https://data.cityofnewyork.us/resource/i6as-kc83,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.rss,"graduation outcome,school,apm,total cohort,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/i6as-kc83/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,apm,total cohort,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by borough and English Language Learner status.,text/csv,,5c5x-3qz9,2013-03-19,Math Test Results 2006-2012 - Borough - ELL,https://data.cityofnewyork.us/resource/5c5x-3qz9,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.rss,"math test result,grade,borough,ell,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/5c5x-3qz9/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,borough,ell,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by district.,text/csv,,7yig-nj52,2013-03-19,Math Test Results 2006-2012 - District - All Students,https://data.cityofnewyork.us/resource/7yig-nj52,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.rss,"math test result,grade,district,all student,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/7yig-nj52/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,district,all student,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by district and English Language Learner status.,text/csv,,siju-6isf,2013-03-19,Math Test Results 2006-2012 - District - ELL,https://data.cityofnewyork.us/resource/siju-6isf,https://data.cityofnewyork.us/api/views/siju-6isf/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/siju-6isf/rows.rss,"math test result,grade,district,ell,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/siju-6isf/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/siju-6isf/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/siju-6isf/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/siju-6isf/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/siju-6isf/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/siju-6isf/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,district,ell,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by district and gender.,text/csv,,qphc-zrtc,2013-03-19,Math Test Results 2006-2012 - District - Gender,https://data.cityofnewyork.us/resource/qphc-zrtc,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.rss,"math test result,grade,district,gender,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/qphc-zrtc/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,district,gender,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in graduation and dropout outcomes disaggregated by borough and students with disability.,text/csv,,hnf2-ds4u,2013-03-19,Graduation Outcomes - Borough - Classes of 2005-2011 - SWD,https://data.cityofnewyork.us/resource/hnf2-ds4u,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.rss,"graduation outcome,school,borough,swd,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/hnf2-ds4u/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,borough,swd,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in graduation and dropout outcomes disaggregated by borough and ethnicity.,text/csv,,x2hp-8ukt,2013-03-19,Graduation Outcomes - Borough - Classes of 2005-2011 - Ethnicity,https://data.cityofnewyork.us/resource/x2hp-8ukt,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.rss,"graduation outcome,school,borough,ethnicity,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/x2hp-8ukt/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,borough,ethnicity,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by district and disability status.,text/csv,,ducj-28wv,2013-03-19,Math Test Results 2006-2012 - District - SWD,https://data.cityofnewyork.us/resource/ducj-28wv,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.rss,"math test result,grade,district,swd,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/ducj-28wv/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,district,swd,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"Facilities in New York City, by agency and site, that offer “Neighborhood Development Area (NDA) Educational Middle School Programs” after-school  programs for children in Middle School.
Update Schedule: Annually",text/csv,,6rg9-pfbz,2013-03-19,DYCD after-school programs: NDA Educational Middle School Programs,https://data.cityofnewyork.us/resource/6rg9-pfbz,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.csv?accessType=DOWNLOAD,2011-09-01,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.rss,"jobs and economic mobility,education,services,youth,community,development,community development,school,child,children,after-school,nda,neighborhood development area,neighborhood,middle school,lifelong learning",2011-09-01,Education,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/6rg9-pfbz/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,jobs and economic mobility,education,services,youth,community,development,community development,school,child,children,after-school,nda,neighborhood development area,neighborhood,middle school,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in graduation and dropout outcomes disaggregated by English Language Learner status.,text/csv,,38ib-pjw5,2013-03-19,Graduation Outcomes - Citywide - Classes of 2005-2011 - ELL,https://data.cityofnewyork.us/resource/38ib-pjw5,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.rss,"graduation outcome,school,citywide,ell,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/38ib-pjw5/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,citywide,ell,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in NYSED's Regents-based Aspirational Performance Measure (APM) by school and disability status,text/csv,,5gxs-yzxw,2013-03-19,Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - SWD,https://data.cityofnewyork.us/resource/5gxs-yzxw,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.rss,"graduation outcome,school,apm,swd,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/5gxs-yzxw/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,graduation outcome,school,apm,swd,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by borough and ethnicity.,text/csv,,ihup-vdhf,2013-03-19,Math Test Results 2006-2012 - Borough - Ethnicity,https://data.cityofnewyork.us/resource/ihup-vdhf,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.rss,"math test result,grade,borough,ethnicity,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/ihup-vdhf/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,math test result,grade,borough,ethnicity,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Details of News Articles targeted for Seniors that were published in NYCHA Journal,text/csv,,hfac-j85r,2013-02-13,Directory of Senior News Services in NYCHA Journal,https://data.cityofnewyork.us/resource/hfac-j85r,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.csv?accessType=DOWNLOAD,2013-02-13,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.rss,"dcp,city,planning,senior,norc,nycha,journal,news,article",2013-02-13,Social Services,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/hfac-j85r/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dcp,city,planning,senior,norc,nycha,journal,news,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"Progress Reports grade each school with an A, B, C, D, or F.  These reports focus on a school's learning environment, student performance, and student progress.  They were designed to help parents, teachers, principals, and others understand how well schools are doing—and compare them to other, similar schools.",text/csv,,vrn4-2abs,2013-03-19,School Progress Report 2008-2009,https://data.cityofnewyork.us/resource/vrn4-2abs,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.rss,"school progress report,report card,lifelong learning",2013-02-20,Education,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/vrn4-2abs/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,school progress report,report card,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
